index	pvalue	qvalue
 779 	 0.779688 	 0.03895 
 780 	 0.780041 	 0.039 
 781 	 0.780622 	 0.03905 
 782 	 0.780695 	 0.0391 
 783 	 0.78085 	 0.03915 
 784 	 0.780981 	 0.0392 
 785 	 0.782005 	 0.03925 
 786 	 0.782917 	 0.0393 
 787 	 0.783739 	 0.03935 
 788 	 0.784997 	 0.0394 
 789 	 0.785748 	 0.03945 
 790 	 0.789322 	 0.0395 
 791 	 0.790161 	 0.03955 
 792 	 0.790601 	 0.0396 
 793 	 0.790819 	 0.03965 
 794 	 0.791947 	 0.0397 
 795 	 0.793665 	 0.03975 
 796 	 0.793747 	 0.0398 
 797 	 0.79455 	 0.03985 
 798 	 0.794802 	 0.0399 
 799 	 0.795172 	 0.03995 
 800 	 0.797323 	 0.04 
 801 	 0.801914 	 0.04005 
 802 	 0.802066 	 0.0401 
 803 	 0.802113 	 0.04015 
 804 	 0.802184 	 0.0402 
 805 	 0.802838 	 0.04025 
 806 	 0.8029 	 0.0403 
 807 	 0.805309 	 0.04035 
 808 	 0.805421 	 0.0404 
 809 	 0.805858 	 0.04045 
 810 	 0.806096 	 0.0405 
 811 	 0.806103 	 0.04055 
 812 	 0.80652 	 0.0406 
 813 	 0.80731 	 0.04065 
 814 	 0.807441 	 0.0407 
 815 	 0.808608 	 0.04075 
 816 	 0.809619 	 0.0408 
 817 	 0.810385 	 0.04085 
 818 	 0.812455 	 0.0409 
 819 	 0.813322 	 0.04095 
 820 	 0.81698 	 0.041 
 821 	 0.817245 	 0.04105 
 822 	 0.817906 	 0.0411 
 823 	 0.818229 	 0.04115 
 824 	 0.819335 	 0.0412 
 825 	 0.820612 	 0.04125 
 826 	 0.821155 	 0.0413 
 827 	 0.821291 	 0.04135 
 828 	 0.825186 	 0.0414 
 829 	 0.825268 	 0.04145 
 830 	 0.827094 	 0.0415 
 831 	 0.829996 	 0.04155 
 832 	 0.830678 	 0.0416 
 833 	 0.831387 	 0.04165 
 834 	 0.832257 	 0.0417 
 835 	 0.832574 	 0.04175 
 836 	 0.833882 	 0.0418 
 837 	 0.834985 	 0.04185 
 838 	 0.83513 	 0.0419 
 839 	 0.835448 	 0.04195 
 840 	 0.836135 	 0.042 
 841 	 0.838195 	 0.04205 
 842 	 0.838247 	 0.0421 
 843 	 0.838433 	 0.04215 
 844 	 0.839356 	 0.0422 
 845 	 0.84074 	 0.04225 
 846 	 0.841584 	 0.0423 
 847 	 0.84212 	 0.04235 
 848 	 0.842297 	 0.0424 
 849 	 0.844364 	 0.04245 
 850 	 0.847515 	 0.0425 
 851 	 0.847899 	 0.04255 
 852 	 0.848186 	 0.0426 
 853 	 0.849162 	 0.04265 
 854 	 0.851728 	 0.0427 
 855 	 0.852028 	 0.04275 
 856 	 0.853045 	 0.0428 
 857 	 0.85418 	 0.04285 
 858 	 0.85656 	 0.0429 
 859 	 0.857621 	 0.04295 
 860 	 0.857819 	 0.043 
 861 	 0.85833 	 0.04305 
 862 	 0.859613 	 0.0431 
 863 	 0.860233 	 0.04315 
 864 	 0.860281 	 0.0432 
 865 	 0.860429 	 0.04325 
 866 	 0.861095 	 0.0433 
 867 	 0.861239 	 0.04335 
 868 	 0.862578 	 0.0434 
 869 	 0.862624 	 0.04345 
 870 	 0.863019 	 0.0435 
 871 	 0.864735 	 0.04355 
 872 	 0.865173 	 0.0436 
 873 	 0.865382 	 0.04365 
 874 	 0.86608 	 0.0437 
 875 	 0.866915 	 0.04375 
 876 	 0.867727 	 0.0438 
 877 	 0.868293 	 0.04385 
 878 	 0.86887 	 0.0439 
 879 	 0.868934 	 0.04395 
 880 	 0.870779 	 0.044 
 881 	 0.871002 	 0.04405 
 882 	 0.873357 	 0.0441 
 883 	 0.875702 	 0.04415 
 884 	 0.876343 	 0.0442 
 885 	 0.876583 	 0.04425 
 886 	 0.879633 	 0.0443 
 887 	 0.88194 	 0.04435 
 888 	 0.882405 	 0.0444 
 889 	 0.884169 	 0.04445 
 890 	 0.884867 	 0.0445 
 891 	 0.885481 	 0.04455 
 892 	 0.885537 	 0.0446 
 893 	 0.886219 	 0.04465 
 894 	 0.889104 	 0.0447 
 895 	 0.89016 	 0.04475 
 896 	 0.891239 	 0.0448 
 897 	 0.891356 	 0.04485 
 898 	 0.893209 	 0.0449 
 899 	 0.896479 	 0.04495 
 900 	 0.896705 	 0.045 
 901 	 0.897826 	 0.04505 
 902 	 0.900327 	 0.0451 
 903 	 0.900552 	 0.04515 
 904 	 0.901311 	 0.0452 
 905 	 0.902428 	 0.04525 
 906 	 0.903059 	 0.0453 
 907 	 0.903065 	 0.04535 
 908 	 0.9031 	 0.0454 
 909 	 0.904893 	 0.04545 
 910 	 0.905187 	 0.0455 
 911 	 0.905315 	 0.04555 
 912 	 0.905594 	 0.0456 
 913 	 0.905641 	 0.04565 
 914 	 0.90656 	 0.0457 
 915 	 0.907036 	 0.04575 
 916 	 0.90723 	 0.0458 
 917 	 0.907777 	 0.04585 
 918 	 0.908796 	 0.0459 
 919 	 0.909946 	 0.04595 
 920 	 0.911863 	 0.046 
 921 	 0.913469 	 0.04605 
 922 	 0.914925 	 0.0461 
 923 	 0.915389 	 0.04615 
 924 	 0.915629 	 0.0462 
 925 	 0.915923 	 0.04625 
 926 	 0.916584 	 0.0463 
 927 	 0.916664 	 0.04635 
 928 	 0.91686 	 0.0464 
 929 	 0.920422 	 0.04645 
 930 	 0.922537 	 0.0465 
 931 	 0.925719 	 0.04655 
 932 	 0.925762 	 0.0466 
 933 	 0.927355 	 0.04665 
 934 	 0.928302 	 0.0467 
 935 	 0.930595 	 0.04675 
 936 	 0.930644 	 0.0468 
 937 	 0.931014 	 0.04685 
 938 	 0.932478 	 0.0469 
 939 	 0.93716 	 0.04695 
 940 	 0.9396 	 0.047 
 941 	 0.940004 	 0.04705 
 942 	 0.940373 	 0.0471 
 943 	 0.940598 	 0.04715 
 944 	 0.941762 	 0.0472 
 945 	 0.942236 	 0.04725 
 946 	 0.945023 	 0.0473 
 947 	 0.945103 	 0.04735 
 948 	 0.945932 	 0.0474 
 949 	 0.946866 	 0.04745 
 950 	 0.947679 	 0.0475 
 951 	 0.947992 	 0.04755 
 952 	 0.948011 	 0.0476 
 953 	 0.948828 	 0.04765 
 954 	 0.949415 	 0.0477 
 955 	 0.950519 	 0.04775 
 956 	 0.953769 	 0.0478 
 957 	 0.955112 	 0.04785 
 958 	 0.956017 	 0.0479 
 959 	 0.956202 	 0.04795 
 960 	 0.957814 	 0.048 
 961 	 0.961848 	 0.04805 
 962 	 0.96215 	 0.0481 
 963 	 0.964453 	 0.04815 
 964 	 0.964896 	 0.0482 
 965 	 0.966525 	 0.04825 
 966 	 0.967701 	 0.0483 
 967 	 0.96861 	 0.04835 
 968 	 0.972383 	 0.0484 
 969 	 0.973571 	 0.04845 
 970 	 0.973713 	 0.0485 
 971 	 0.974044 	 0.04855 
 972 	 0.974984 	 0.0486 
 973 	 0.975699 	 0.04865 
 974 	 0.976689 	 0.0487 
 975 	 0.977128 	 0.04875 
 976 	 0.978654 	 0.0488 
 977 	 0.979228 	 0.04885 
 978 	 0.979753 	 0.0489 
 979 	 0.980777 	 0.04895 
 980 	 0.980882 	 0.049 
 981 	 0.981058 	 0.04905 
 982 	 0.981754 	 0.0491 
 983 	 0.983413 	 0.04915 
 984 	 0.986432 	 0.0492 
 985 	 0.987197 	 0.04925 
 986 	 0.987277 	 0.0493 
 987 	 0.987465 	 0.04935 
 988 	 0.988487 	 0.0494 
 989 	 0.98881 	 0.04945 
 990 	 0.990977 	 0.0495 
 991 	 0.991543 	 0.04955 
 992 	 0.991647 	 0.0496 
 993 	 0.99185 	 0.04965 
 994 	 0.993483 	 0.0497 
 995 	 0.995886 	 0.04975 
 996 	 0.996429 	 0.0498 
 997 	 0.99692 	 0.04985 
 998 	 0.997453 	 0.0499 
 999 	 0.998103 	 0.04995 
 1000 	 0.998808 	 0.05 
